[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-10 09:22:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-10 09:22:14] [class-ss-setup-task.php:33] Creating archive directory: /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/
[2025-02-10 09:22:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/assignment/wordpress/
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:bcacf78c3c86ae4f8cf95248b5859070327aa5e6===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d3232-vxIR2B.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=219
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=219
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 218 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d3232-vxIR2B.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:982249600cc15da0bcb603849eb5d124341ddc46===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d3e23-4N3bkU.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css?simply_static_page=220
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css?simply_static_page=220
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 252 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d3e23-4N3bkU.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:0ec0b263cb0098277016da19c7dd97e06bb0dfb4===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d4950-aDgb0z.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=221
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=221
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 592 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d4950-aDgb0z.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:385e849b5f25dcbef7819d33432a5b9f9324cd49===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d55c7-Ts7usl.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=222
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=222
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d55c7-Ts7usl.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:21597536c64c5b44930d250b139284a6a78ee1d5===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d61f9-vfgml4.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=223
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=223
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d61f9-vfgml4.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:9244d228042d4f398444442376002646faa9af80===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d6cf4-EPk04R.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=224
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=224
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 367 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d6cf4-EPk04R.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:8a4a966af6668b1246c3f4bb1c333d6bb7768355===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d775d-V4PbP6.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=225
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=225
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 266 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d775d-V4PbP6.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:2b3df65c0a0834426f8a634e0b59026305501dc7===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d8397-iHd4q5.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=226
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=226
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d8397-iHd4q5.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d8f46-XYHvue.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js?simply_static_page=227
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js?simply_static_page=227
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 23000 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d8f46-XYHvue.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:a5740240de46520e247f2156911a81a9056897f5===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547d9b47-ub04tN.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js?simply_static_page=228
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js?simply_static_page=228
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 87550 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547d9b47-ub04tN.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:b63b550333ca58a6a69ce0628e0ba4cfa6c21c91===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547da908-QGEHqG.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css?simply_static_page=229
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css?simply_static_page=229
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 3762 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547da908-QGEHqG.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:00e5beb9c5312fee3eb3344a5dc3ddaa29d9759d===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547db4d7-J1yhFm.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=230
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=230
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 3303 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547db4d7-J1yhFm.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:51627109dea8c9f26708227de2ea6c0dd1f0417f===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547dc177-9LhRTI.tmp
[2025-02-10 09:22:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=231
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=231
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:103] Filesize: 49904 bytes
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c547dc177-9LhRTI.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:15] [class-ss-page.php:119] Checking Content Identical:3df3a7642cbe13bdbae85cc6c140cc075e77244a===. Value: FALSE
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2025-02-10 09:22:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 925
[2025-02-10 09:22:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c547dcf38-Gv1ea9.tmp
